IntentID,IntentName,Query,Response,Action,InputContent,OutputContent,Lifespan
2192,2192,ASKED ABOUT ATTACK SUCKING PEST ON ONION?,ATTACK SUCKING PEST ON ONION: BIO 303 - 15 ML / 15 LITERS OF WATER DAMAN,,,,
2193,2193,ONION MARKET  RATE,NASIK MARKET RATE 7 TO 12 / KG/RS,,,,
2194,2194,asking about FERTILIZER SPRAY FOR GROWTH on cucumber ?,FERTILIZER SPRAY FOR GROWTH on cucumber - SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
2195,2195,Asked about Attack of blight on tomato?,Attack of blight on tomato-Spray of Saaf 30gm/15 liter water.,,,,
2196,2196,Asked about Fertilizer spray on tomato?,Fertilizer spray on tomato-Spray of 00:52:34 60gm/15 liter water.,,,,
2197,2197,asking about FERTILISER DOSE on onion ?,FERTILISER DOSE on onion - 19 19 19 60 GM  + MICROLLA 30 ML + BAVISTIN 30 GM/15 LITER WATER,,,,
2198,2198,asking about yellowing on onion ?,yellowing on onion - Spray Bavistine 30gm + microla 30 ml /15lit of Water.,,,,
2199,2199,FERTILIZER DOSE FOR SUGARCANE?,POTASH 4 KG /ACR,,,,
2200,2200,Asking About Market Rate of cotton?,Market Rate - 5481-5500 rupees/qt.,,,,
2201,2201,ASKED ABOUT ATTACK BLIGHT ON ONION?,ATTACK BLIGHT ON ONION: Spray M-45 30 gm /15 liter water.(Mancozeb) INDOFIL,,,,
2202,2202,asked about attack of  leaf minor,spray cyantriniliprole 10.26 % OD (Benevia) 350 mili / ekar.,,,,
2203,2203,FERTILIZER SPRAY FOR GROWTH ON ONION ?,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
2204,2204,ASKED ABOUT ABIOTIC STRESS IN TOMATO ?,SPRAY SILICON (ORTHOSELICILIC ACID 3%)DOW NUTRIBUILD IN 15 LITRE OF WATER,,,,
2205,2205,Asking About Market Rate of onion in CHANDVAD market?,"In CHANDVAD market -

TODAY Market Rate of onion -Minimum- 1700 rupees/qtl and maximum 2000 -rupees/qtl",,,,
2206,2206,ASKED ABOUT ATTACK OF SUCKING PEST ON ONION ?,ATTACK OF SUCKING PEST ON ONION : Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,,,,
2207,2207,ASKING ABOUT ATTACK OF blight or Wilt ON ONION ?,Spray Ridomil Gold 40 gm/15 Liter of Water(Mephonaxon+Mancozeb)-Syngenta,,,,
2208,2208,FARMER ASKED ABOUT MARKET RATE OF CABBAGE?,"MARKET RATE OF CABBAGE-

MIN- 600	   MAX- 800    AVERAGE- 700 RS/QTL",,,,
2209,2209,asking about  powdery mildew on tomato crop?,spray	Redomil Gold  30 gram(Mephonaxon+mancozeb)syngnt/15 LITER WATER,,,,
2210,2210,ASKED ABOUT FERTILIZER USE IN POMOGRANATE ?,APPLY 00 52 34 3 KG / ACRE,,,,
2211,2211,ASKED ABOUT ATTACK OF CATERPILLAR ON METHI ?,ATTACK OF CATERPILLAR ON METHI  - Spray Neem ark 30 ml/15 liter water.,,,,
2212,2212,ATTACK OF SUCKING PEST ob brinjal?,SUCKING PEST ob brinjal-Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
2213,2213,ATTACK OF SUCKING PEST on Onion ?,Spray Rijent 30 ml/15 liter water.(Fipronil 5 SC).,,,,
2214,2214,FERTILIZER OF ONION ?,"At one time 300 kg of neem cake, 2.5 granary super phosphate, 30 kg potash, 2 bags of ammonium sulphate, 10 ton of fertilizer and 10 microns in need of fertilizer should be given at the time of cultivation, give two bags of ammonium sulphate 1 to 2 times at intervals of 1 month.

120 kg of urea, 320 kg of super phosphate and 80 kg of mutant of potassium should be given in the steam before planting for onion crop.

- 30 days after cultivation and 50 days after the second and third installment of 120 kg of urea should be given.",,,,
2215,2215,pomogranate,"Crop name of pomegranate (in rainy season)

The cultivation gap (meters) -5 * 5m 60 * 60 * 60 cm

Water Supply- 35-40 Water Surveillance

Bahar Dharan-Ambia (Jan-Phab) (fruits: June-August)

Deer Bahar - (June-July) (Fruits: November-January)

Hand out- (September-October) (Fruits: February-April)",,,,
2216,2216,asked about Attack of White Fly on chilli?,White Fly on chilli-Spray Ullala 8 gm/15 Lit of Water.UPL,,,,
2217,2217,FERTILIZER SPRAY ON WHEAT ?,SPRAY 00 52 34 60 GM +19:19:19 60 GM /15 Lit of Water.,,,,
2218,2218,FARMER ASKED ABOUT MARKET RATE OF Onion?,AVERAGE MARKET RATE OF ONION 1600  RS/QTL,,,,
2219,2219,BLIGHT ATTACK on tomato  ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,,,,
2220,2220,FARMER ASKED ABOUT BACTERIAL BLIGHT ON TOMATO ?,Spray Natio 08 gm/15 Liter of Water(Tebuconyazol+Trifloxystrobin) -BAYER CROP SCIENCE,,,,
2221,2221,farmer asked about control of fertilizer dose of bitter gourd ?,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2222,2222,ATTACK OF SHOOT BORER ? ????? ???,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
2223,2223,ASKED ABOUT WILT ATTACK ON FENUGREEK?,Spray Bavistine 30gm/15lit of Water.,,,,
2224,2224,ASKED ABOUT ATTACK OF APHIDS AND CATERPILLAR ?,Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,,,,
2225,2225,Attack of Powdery or Downy or Blight on onion ?,Spray Kavach 25 gm/15 Liter of Water (Chlorothalonil)-Syngenta,,,,
2226,2226,Asking About Market Rate pomegranate ?,Market Rate of pomegranate-8000 rupees/qtl,,,,
2227,2227,attack of thrips on clusterbean ?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%),,,,
2228,2228,asked about cultural practices of citrus?,cultural practices of citrus,,,,
2229,2229,HERBICIDES ?,Goal OR zargon (oxyfluorfen) Dow Agro- 20 ml /15 liter of water.,,,,
2230,2230,FERTILIZER SPRAY ON drumstick ?,SPRAY 00 52 34 60 GM /15 Lit of Water.,,,,
2231,2231,Farmer Asked About Market Rate COTTON ?,Market Rate OF COTTON  Min -5000 Max -6000  Average -5500 RS/QUINTAL,,,,
2232,2232,asking about farmer want to know information about How to control fungal attack in crop?,Spray - Bavistane 30  gm+ microla 30 ml /15 Liter of Water(Carbandazin)-Basf,,,,
2233,2233,FARMER ASKED ABOUT Attack of White Fly ON ONION ?,Attack of White Fly ON ONION Spray Pegasus 25 gm/ 15 lit of water (Diafenthiuron)  SYNGENTA,,,,
2234,2234,Attack of Jassids/Leaf hoppers on brinjal?,"controll of Jassids/Leaf hoppers on brinjal-

SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE",,,,
2235,2235,asking about wilt in tomaato,spray blue copper 30 gram  +  streptocyclean 4 gm/15 Lit of Water.,,,,
2236,2236,ATTACK OF SHOOT BORER on brinjal?,SHOOT BORER on brinjal-Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
2237,2237,ASKED ABOUT FOR FLOWERING?,Spray of Boom flower 30 ml/15 lit of Water.,,,,
2238,2238,ASKED ABOUT MARKET RATE OF maize MARKET?,MARKET RATE OF COTTON- 1700rupees/qtl,,,,
2239,2239,asked about attack of fungus on bitter guard ?,attack of fungus on bitter guard - Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,,,,
2240,2240,ASKED ABOUT MARKET RATE OF WHEAT  ?,AUSA MARKET RATE OF WHEAT  -3251 RS/QUINTAL,,,,
2241,2241,FARMER ASKED ABOUT MARKET RATE OF BLACK GRAM ?,"MARKET RATE OF BLACK GRAM -  3500, 4500, 4300 RS/QTL",,,,
2242,2242,FARMER ASKED ABOUT MARKET RATE OF WHEAT ?,"MARKET RATE OF WHEAT -1924, 2429, 2177 RS/QTL",,,,
2243,2243,Attack of Thrips and Jassids?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2244,2244,ASKED ABOUT SOWING TIME OF WHEAT ?,Sowing time - Cereal wheat is sown in the second fortnight of October,,,,
2245,2245,ASKING ASBOUT BLIGHT ATTACK ON ONION ?,BLIGHT ATTACK ON ONION Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)   SYNGENTA,,,,
2246,2246,FERTILIZER SPRAY FOR GROWTH  ?,SPRAY 12 61 00 40 60 GM + vipul  30 ML /15 LITERS OF WATER,,,,
2247,2247,ATTACK OF APHIDS cabbage ?,rogar  - 15 ML / 15 LITERS OF WATER,,,,
2248,2248,ASKED ABOUT MARKET REDATE OF BLACK GRAM?,MARKET REDATE OF BLACK GRAM-4000-4400/QTL.,,,,
2249,2249,asked about yellowing on musk melon ?,19: 19: 19  60 GM  + MICROLLA 30 ML + BAVISTIN 30 GM/15 LITER WATER,,,,
2250,2250,FARMER ASKED ABOUT FERTILIZER DOSE FOR GROWTH  OF POMEGRANATE ?,FERTILIZER DOSE FOR GROWTH  OF POMEGRANATE  APPLY 19 19 19 - 3 KILO + MICROLLA 300 ML /ACRE. THROUGH DRIP.,,,,
2251,2251,asked about attack of virus.,Spray Kasu-B 3 gm/15 Liter of Water(Kasugamycin+streptocycline)-Dhanuka,,,,
2252,2252,asking about FERTILIZER SPRAY ON capsicum ?,FERTILIZER SPRAY ON capsicum - SPRAY 12 61 00 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2253,2253,FARMER ASKED ABOUT YELLOWING OF ONION CROP?,SPRAY MICROLA 45 ML + M 45 40 GM/15 LITER WATER,,,,
2254,2254,VARITIES OF FRENCH BEANS?,"PUSA PARVATI, ARKA KOMAL, FULE SUYASH",,,,
2255,2255,FERTILIZER DOSE FOR COCONUT ?,APPLICATION OF UREA 1.5 KG + SSP 2 KG + POTASH 3.5 KG + 1 GHAMELA COMPOST + NIMBOLI PEND 1 KG/ coconut / YEAR,,,,
2256,2256,FARMER ASKED ABOUT MARKET RATE OF Onion ?,MARKET RATE OF ONION 700  RS/QTL,,,,
2257,2257,ASKED ABOUT THRIPS ATTACK ON CORIENDER?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2258,2258,asking about fertilizer dose for mango and coconut?,apply of urea 150 gm+ssp 150 gm +mop 100 gm / plant.,,,,
2259,2259,asked about yellowing of sugarcane root stock?,Spray omite 5ml/15 liter water .(Propargite 57% EC) DHANUKA,,,,
2260,2260,Attack of Jassids/Leaf hoppers ON CHILLIES ?,Spray Regent 20 ml/15 liter water(Fipronil 5 SC)-.BAYER CROP SCIENCE,,,,
2261,2261,ATTACK OF GRAM POD BORER?,Spray Chloropyriphos 30 ml/15 Lit of Water.,,,,
2262,2262,caterpillar attack on pigeon pea ?,Chloropyriphos 30 ml / 15 lit of water.,,,,
2263,2263,FARMER ASKED ABOUT MARKET RATE OF CORIENDER ?,MARKET RATE OF CORIENDER -5  RS/nag,,,,
2264,2264,ASKED ABOUT VARIETIES OF RABI AORGHUM VARIETY?,"YOU CAN USE PHULE MAULI, PHULE CHITRA, PHULE ANURADHA PHULE CHITRA",,,,
2265,2265,ASKED ABOUT MARKET RATE OF BRINJAL  ?,AURANGABAD MARKET RATE OF BRINJAL -500-700 RS/QUINTAL,,,,
2266,2266,FERTILIZER SPRAY FOR ONION?,SPRAY 12 61 00 60 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
2267,2267,FARMER ASKED ABOUT SEED TREAREMENT OF CORIENDER ?,SEED TREAREMENT OF CORIENDER - BEFORE SOWING OF CORIENDER SEEDS DEEPED IN WATER ABOUT 12 HOURS,,,,
2268,2268,"FARMER ASKED ABOUT MARKET RATE OF Capsicum

?",MARKET RATE OF -2300  RS/QTL,,,,
2269,2269,FARMER ASKED ABOUT POWDERY MILDEW ON BRINJAL ?,ABOUT POWDERY MILDEW ON BRINJAL SPRAY AVTAR-30 GRAM /15 LITTRE OF WATER.,,,,
2270,2270,ASKED ABOUT MARKET RATE OF  ONION ?,MARKET RATE OF ONION = PUNE	600 -1200 RS/QUINTAL,,,,
2271,2271,asked about seed tratment ?,"Seed treatment-  Before sowing, mix 2 grams of thyrum powder + 2 gm Bavistine or 5 g trichoderma and 25 gms of Rizobium and PSB mixed with cold dilution.",,,,
2272,2272,ASKED ABOUT VARIETIES OF CARROT ?,"VARIETIES OF CARROT -PUSA KESHAR, PUSA MEDHALI, PUSA JAMDAGNI",,,,
2273,2273,FERTILIZER SPRAY FOR GROWTH on pigeonpea?,FERTILIZER SPRAY FOR GROWTH on pigeonpea-SPRAY 19 19 19-60 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
2274,2274,asked about fertilizer dose for onion?,fertilizer dose for onion urea 1 bag + DAP 1 bag + 20 20 00 1 bag for 1 acre,,,,
2275,2275,asked about varities of watermelon?,"watermelon -_Sugar Baby and Arka Manik,PKM 1Hybrids_ Arka Jyoti and Pusa Bedana.?",,,,
2276,2276,asked about seed treatment on gram?,Redomil Gold 120 gram for 40 kg of gram seeds,,,,
2277,2277,ASKED ABOUT FRUIT FLY ATTACK ON DRUMSTICK?,SPRAY CHOROPYRIPHOS 30 ML + JAGGERY 50 GM / 15 LITRE PF WATER.,,,,
2278,2278,Asked about Market of pumpkin?,Market of pumpkin-800-1200/qtl.,,,,
2279,2279,ASKED ABOUT SOWING TIME OF WATERMILON?,SOWING TIME OF WATERMILON-JANEVARI-FEBRUVARI,,,,
2280,2280,ASKED ABOUT CATERPILLAR ATTACK ON BRINJAL?,CATERPILLAR ATTACK ON BRINJAL-Quinolphos 30 ml / 15 liter water,,,,
2281,2281,ASKED ABOUT VARIETY OF BENGAL GRAM ?,"VARIETY OF BENGAL GRAM VIJAY ,DIGVIJAY,VIRAT",,,,
2282,2282,asked about sowing period of bengal gram?,sowing period of bengal gram - 20 october-15 november,,,,
2283,2283,ASKED ABOUT ATTACK OF APHIDS AND WHITE FLY?,Lancer Gold 51.8 SP 30 GM /15 LITERS OF WATER -(Acephate 50 + Imidacloprid 1.8 SP) UPL,,,,
2284,2284,asked ABOUT BLIGHT ATTACK ON ONION ?,Spray Bavistine 30gm/15lit of Water.,,,,
2285,2285,ASKED ABOUT CULTIVATION PRACTICES OF ASPARAGUS ?,"Asparagus Planting - The plant grows well in hot, temperate climates, according to the costing of asparagus seeds or by the spill of the mattress, the price is Rs.13-3000 per kg.",,,,
2286,2286,ASKED ABOUT FLOWER DROP IN PIGEON PEA ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,,,,
2287,2287,ASKED ABOUT FERTILIZER DOSE ON ONION ?,APPLICATION OF 10 26 26 1 BAG + UREA 1 BAG + MICRO NUTRIENTS 10 KG / ACRE,,,,
2288,2288,ATTACK OF LEAF EATING CATERPILLAR ? ???? ?????? ??? ????????,Spray Takumi 5 GM /15 liter water (Flubendamide 20%WGD)-Tata Rallis India,,,,
2289,2289,ATTACK OF APHIDS on drum stick?,Spray Rogar 15ml/15 Liter of Water(Dimethoate)-Cheminova,,,,
2290,2290,FERTILIZER SPRAY ON SUGARCANE ?,SPRAY 00 52 34 60 GM /15 Lit of Water.,,,,
2291,2291,ASKED ABOUT ATTACK OF WHITE FLIES ON BRINJAL ?,ATTACK OF WHITE FLIES ON BRINJAL : Spray Ullala 8 gm/15 Lit of Water (flonicamid)-UPL,,,,
2292,2292,Farmer asked about market rate Onion?,"Market price of Onion-

Min- 100   Max-1510     Average-700 /quintal",,,,
2293,2293,asked about variety of gram ?,variety of gram  - Two new machine harvestable chickpea varieties ICCV 08102 (RVG 204) and ICCV 08108 (Phule Vikram) were released recently in the Indian states of Madhya Pradesh and Maharashtra respectively.,,,,
2294,2294,VARIETIES OF BRINJAL ?,VARIETIES OF BRINJAL -MANJARI GOTA VAISHALI PRAGATI ARUNA KRUSHNA ARJUN GAURAV,,,,
2295,2295,ASKED ABOUT TIME OF SOWING ?,TIME OF SOWING OF FENUGREEK - SEPTEMBER-JANUVARI,,,,
2296,2296,FARMER ASKED ABOUT VARIETIES OF METHI ?,"VARIETIES OF METHI -METHI -1, METHI NO.-47 PRABHA, PUSA EARLY BUNCHING KASURI",,,,
2297,2297,FERTILIZER SPRAY FOR GROWTH on coriander?,SPRAY 19 19 19 60  GM + MICROLLA 40  ML /15 LITERS OF WATER,,,,
2298,2298,Attack of APHIDS on cane ?,SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE,,,,
2299,2299,asked about seed treatment for gram ?,seed treatment for gram - mix bavistin 2 gm / kg of gram seed,,,,
2300,2300,ATTACK OF SUCKING PEST on tomato?,SUCKING PEST on tomato-SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE,,,,
2301,2301,Asked about caterpillar attack on piegeon pea ?,caterpillar attack on piegeon pea- Spray Missile 7 gm/15 liter water (Emamectin Benzoate 5% SG)- Crystal Crop Protection,,,,
2302,2302,ATTACK OF SUCKING PEST ON CHILI ?,ATTACK OF SUCKING PEST ON CHILI  -                 Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-SyngentaSpray,,,,
2303,2303,ASKING ABOUT  MANGO   FRUIT ?,Spray Plano fix 5ml/15 Lit of Water.(NAA) BAYER,,,,
2304,2304,ASKING ABOUT FERTILIZER SPRAY ON OKRA ?,FERTILIZER SPRAY ON OKRA - SPRAY 12 61 00 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2305,2305,ASKING ABOUT ATTACK OF CATERPILLAR ON PIGEON PEA ?,Spray Proclaim 07 gm/15 liter of Water(Emamectin Benzoate)Syngenta,,,,
2306,2306,ATTACK OF SUGARCANE WOOLY APHIDS ? ????? ????,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2307,2307,FERTILIZER SPRAY ON BOTTLE GOURD  ?,BAVISTIN 30 GM +MICROLLA  30 ML /15 LITERS OF WATER,,,,
2308,2308,ASKING ABOUT ATTACK OF SUCKING PEST ON BRINJAL?,Spray Ullala 8 gm+m 45 30 gm/15 Lit of Water. (Flonicamid 50% WG) UPL,,,,
2309,2309,FARMER ASKED ABOUT MARKET RATE OFSOYABEAN ?,MARKET RATE OF - 3345 RS/QTL,,,,
2310,2310,METHI GROWTH,METHI GROWTH SPRAY 191919 30 GRAM /15 LITER WATER,,,,
2311,2311,yellowing of onion leaveas ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL,,,,
2312,2312,ASKED ABOUT FERTILIZER SPRAY FOR GROWTH ?,FERTILIZER SPRAY FOR GROWTH -SPRAY 19 19 19 60 GM + MICROLLA 30 ML /15 LITERS OF WATER.,,,,
2313,2313,Asked about Attack of caterpillar?,Spray Neem ark 30 ml/15 liter water.,,,,
2314,2314,Asked About Attack of Aphids On Sugarcane?,Spray Admire 5 gm/15 Liter of Water (Imida 70 WP)-Bayer,,,,
2315,2315,National Research Centre For Grapes ?,National Research Centre For Grapes=Phone: 020 2695 6000,,,,
2316,2316,FARMER ASKED ABOUT MARKET RATE OF BRINJAL ?,nan,,,,
2317,2317,Asked about Attack of sucking pest on onion?,Attack of sucking pest on onion-Spray of bio-303 15ml/15 liter water.,,,,
2318,2318,Farmer Asked About Market Rate of onion ?,QUINTAL Min -  100	    Max - 2500	Average -1000,,,,
2319,2319,ATTACK OF  POD BORER ON PIGEON PEA  ?,ATTACK OF  POD BORER ON PIGEON PEA : Spray Proclaim 5gm/15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
2320,2320,FERTILIZER DOSE FOR JAWAR ?,APPLICATION OF 10 26 26 2 BAG + UREA 2 BAG / ACRE,,,,
2321,2321,ASKED ABOUT FRUIT DROP IN COCONUT?,SPRAY CALSIBOR 30 GM /15 LITERS OF WATER,,,,
2322,2322,asked about attack wilt on ginger?,drenching  RIDOMIL GOLD (metalaxyl-M)30 GM / 15 LITERS OF WATER. SYNGENTA,,,,
2323,2323,aasked about seed rate of french bean?,french bean- seed rate-40-50 kg/ha,,,,
2324,2324,Asked About Attack of Fruit Borer On Brinjal ?,Spray Proclaim 5gm + Bavistin-30 gram /15lit of Water. (Emamectin Benzoate 5% SG)-Syngenta,,,,
2325,2325,FARMER ASKED ABOUT MARKET RATE OF CAPSICUM  ?,AURANGABAD MARKET RATE OF 100-1500 RS  /QTL,,,,
2326,2326,ATTACK OF LEAF EATING CATERPILLAR on tur ?,ATTACK OF LEAF EATING CATERPILLAR on tur - deltamethrin 8 ml/15 liter water.,,,,
2327,2327,FARMER BLIGHT ATTACK ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE,,,,
2328,2328,ASKED ABOUT MARKET RATE OF onion in pune ?,MARKET RATE OFPUNE onion : 1000	-2200RS/QUINTAL,,,,
2329,2329,asking about FLOWER DROP on chillies ?,FLOWER DROP on chillies - Spray Plano fix 4 ml/15 Lit of Water.(NAA) BAYER,,,,
2330,2330,asked about market rate of soyabean?,latur  market rate of soyabean-3280-3400 rs / qtl,,,,
2331,2331,asking about FERTILIZER DOSE FOR ONION CROP?,SPRAY 00:00:50  60 GRAM + STICKER 5 MILI  /15LIT  WATER,,,,
2332,2332,ASKING ABOUT CONTROLL OF BLIGHT ATTACK on marigold?,CONTROLL OF BLIGHT ATTACK on marigold-Spray Blue copper -30 gm/15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA,,,,
2333,2333,ASKED ABOUT MARKET RATE OF onion?,MARKET RATE OF onion-100-2600RS/QUINTAL.,,,,
2334,2334,ASKED ABOUT MARKET RATE OF ONION    ?,MARKET RATE OF ONION = 100-2600 RS/QTL,,,,
2335,2335,asked about folier spray nutrient for onion ?,"folier spray nutrient for onion - spray 00 52 34 , 70 gm + microla 30 ml / 15 liter water .",,,,
2336,2336,VARIETIES OF CABBAGE ?,VARIETIES OF CABBAGE - GOLDEN EKAR PRIDE OF INDIA PUSA MUKTA KAVERI HARI RANI KRANTI Equatoria Summer Queen  MANAS,,,,
2337,2337,FERTILIZER SPRAY FOR GROWTH ONION  ?,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER,,,,
2338,2338,fertiliser spray on redgram?,SPRAY POTASSIUM NITRATE 13: 00 :45 :-60 GM /15 LITERS OF WATER,,,,
2339,2339,VARIETIES OF FODDER MAIZE ?,VARIETIES OF FODDER MAIZE -DECCAN DOUBLE HYBRID GANGA SAFED AFRICAN TALL,,,,
2340,2340,ASKED ABOUT CONTROL OF FRUIT BORER IN BRINJAL ?,SPRAY NUVAN 20 ML / 15 LITERS OF WATER ( Dichlorvos 76% EC),,,,
2341,2341,VARIETIES OF RIDGE GOURD ?,VARIETIES OF RIDGE GOURD -JK MALVIKA RAMA DHANUSH MAYURI,,,,
2342,2342,ASKED ABOUT MEALY BUG ATTACK ON SUGARCANE?,SPRAY VERTICILLIUM LECANII 75 GRAM / 15 LITRE OF WATER,,,,
2343,2343,FARMER ASKED ABOUT FERTILIZER SPRAY FOR GROWTH ON ONION ?,FERTILIZER SPRAY FOR GROWTH ON ONION - SPRAY 19 19 19 60 GM + MICROLLA  30 ML  /15 LITERS OF WATER,,,,
2344,2344,ASKED ABOUT GROWTH SPRAY ?,GROWTH SPRAY=SPRAY CALSIBOR 30 GM  +0.52.34 60 GRAM/15 LI WATER.,,,,
2345,2345,ATTACK OF POD BORER ON TUR  ?,Spray Missile 7 gm/15 liter water (Emamectin Benzoate 5% SG)- Crystal Crop Protection,,,,
2346,2346,ASKED ABOUT TIME OF SOWING OF WATERMELON?,TIME OF SOWING OF WATERMELON-JANUVARI-FEBRUVARI,,,,
2347,2347,FUNGUS ATTACK ON ONION ?,FUNGUS ATTACK ON ONION = SPRAY 19:19:19 60 GM + MICROLLA 30 ML + BAVISTIN 30 GM / 15 LITER WATER,,,,
2348,2348,asked about caterpillar attack on pigeon pea ?,Spray Proclaim 5 gm/15 liter of Water(Emamectin Benzoate)Syngenta,,,,
2349,2349,ATTACK OF WILT ON CHILLI ?,WILT ON CHILLI-DRENCHING SAFF 30 GM / 15 LITER OF WATER,,,,
2350,2350,ASKED ABOUT WILT ATTACK IN ONION  ?,DRENCHING OF BLUE COPPER 30 GM + HUMMIC ACID 30 ML/15 LITER WATER,,,,
2351,2351,Asking About Market Rate of Cotton in solapur market?,"In solapur market -

TODAY Market Rate of ONION -Minimum- 100 rupees/qtl and maximum -2200 rupees/qtl",,,,
2352,2352,FARMER ASK ABOUT FERTILIZER SPRAY ON ONION ?,FERTILIZER SPRAY ON ONION-SPRAY 00 52 34-60 GM /15 Lit of Water.,,,,
2353,2353,Attack of Thrips and Jassids on bhindi ?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,,,,
2354,2354,fertilizer spray for onion ?,spray 00 00 50 60 gm/15 liter water,,,,
2355,2355,asked about nutrient management.,spray 12:61;00 60 GM  + MICROLLA 30 ML /15 LITER WATER,,,,
2356,2356,Growth Sprayer ?,spray 00 52 34 60 gm  / 15 lit water,,,,
2357,2357,ASKED ABOUT SEED TREATMENT FOR ONION?,SEED TREATMENT FOR ONION- YOU CAN USE  BAVISTIN 2 GM / 1 KG OF SEED,,,,
2358,2358,asked about tonic fertilizer  .,spray 13:40:13 60 GM  + MICROLLA 30 ML + BAVISTIN 30 GM/15 LITER. WATER.,,,,
2359,2359,Asked about Attack of blight on onion?,Attack of blight on onion-Spray of saaf 30gm/15 liter water.,,,,
2360,2360,asked about varieties of drumstick ?,"?????? ??? ?????(???-????) DRUMSTICK 

?????? ?????? (??./??.)??? ????? ??????

???????? ???? (????)-?*? ? ?*?

?????? ??????? (????)?-?? ?????

??????? ??????? (??/??.)??-?? ????? ????? ???

??????? ????-??? ?,??? ?,???? ??????,???????, 

?????????? ???? ??????, ??.??.??.-1, ??.??.??.-2 ?? ??????? ???? ?????.

???? ?????? ?? ???????? ????? ???? ???????, ????? ???? ??? ???????? ???????? ?????.??.??.??.-1, ??.??.??.-2 ?? ???? ??? ?? ?? ????????? ?????????? ?????.

             ?????????? ?????",,,,
2361,2361,ASKED ABOUT ATTACK OF BLGHT ON COTTON ?,SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL,,,,
2362,2362,ASKED ABOUT ATTACK OF THRIPS ON GUAR  ?,Spray Alika 8 ml / 15 lit of water  (Thiamethoxam (12.6%) + Lambdacyhalothrin (9.5%) ZC )Syngenta,,,,
2363,2363,Asked drenching for new planting turmeric?,drenching for new planting turmeric SAAF 30 GM +Chloropyriphos 30 ml /15 liter water.,,,,
2364,2364,Minimum Support Price for Kharif soybean Crops 2018-19,Minimum Support Price for Kharif soybean  3399 rs /Qt.,,,,
2365,2365,Flower Drop COTTON ?,SPRAY CALSIBOR 30 GM /15 LITERS OF WATER,,,,
2366,2366,WILT ATTACK ON CHILLY ?,DRENCHING Bavistine 30gm/15lit of Water. (Carbendazim 50% WP ) BASF,,,,
2367,2367,ASKED ABOUT FERTILIZER SPRAY FOR GROWTH IN TURMERIC?,SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER,,,,
2368,2368,FARMER ASKED ABOUT MARKET RATE OF   SOYABEAN  ?,SOYABEAN JINTUR MARKET RATE OF 3034-3034 RS  /QTL,,,,
2369,2369,Asked about Varieties of potato?,"Varieties of potato-Kufari lavkar,kufari chandramukhi,kufari sinduri,kufari jyoti.",,,,
2370,2370,asked about variety of sorghum ?,"variety of sorghum - m-35-1 ,  parbhani shakti , phule revati .",,,,
2371,2371,Attack of White Grub On TURMERIC ??,Apply Chloropyriphos 500 ml / 150 lit of water for Drip.,,,,
